:START_ID,reward,reward_usd,:END_ID,:TYPE
679101,727985605,435932.3438,AntPool,REWARDED
679102,712308046,426544.3125,Unknown,REWARDED
679103,710170523,425264.3125,BTC.TOP,REWARDED
679104,715847688,428663.9062,F2Pool,REWARDED
679105,714075770,427602.8438,F2Pool,REWARDED
679106,700916909,419723.0625,F2Pool,REWARDED
679107,709087011,424615.4688,F2Pool,REWARDED
679108,709734389,425003.1562,AntPool,REWARDED
679109,702001773,420372.6875,ViaBTC,REWARDED
679110,718008262,429957.7188,F2Pool,REWARDED
679111,699969122,419155.5,Poolin,REWARDED
679112,700790182,419647.1875,BTC.com,REWARDED
679113,717605608,429716.5938,F2Pool,REWARDED
679114,702999667,420970.25,Huobi,REWARDED
679115,625000000,374262.5,AntPool,REWARDED
679116,728057289,462199.875,ViaBTC,REWARDED
679117,725993775,460889.875,Poolin,REWARDED
679118,719014189,456458.9688,AntPool,REWARDED
679119,710836587,451267.5,SlushPool,REWARDED
679120,736664399,467664.0312,BTC.com,REWARDED
679121,734227802,466117.1875,Binance,REWARDED
679122,718471236,456114.2812,BTC.com,REWARDED
679123,719647870,456861.25,SlushPool,REWARDED
679124,713053454,452674.8438,F2Pool,REWARDED
679125,713326050,452847.9062,BTC.TOP,REWARDED
679126,708947375,450068.1562,EMCD,REWARDED
679127,705930852,448153.1562,Huobi,REWARDED
679128,712985875,452631.9375,ViaBTC,REWARDED
679129,705389303,447809.3438,F2Pool,REWARDED
679130,702983702,446282.1875,ViaBTC,REWARDED
679131,704964723,447539.8125,ViaBTC,REWARDED
679132,694311899,440776.9688,ViaBTC,REWARDED
679133,699806875,444265.4062,ViaBTC,REWARDED
679134,723050609,459021.4375,SlushPool,REWARDED
679135,720626887,457482.7812,Unknown,REWARDED
679136,751429267,477037.3438,Poolin,REWARDED
679137,718946855,456416.2188,Binance,REWARDED
679138,720759084,457566.6875,ViaBTC,REWARDED
679139,731655674,464484.2812,Binance,REWARDED
679140,713423315,452909.6562,BTC.com,REWARDED
679141,720549501,457433.6562,BTC.com,REWARDED
679142,709701256,450546.75,OKEX,REWARDED
679143,731878166,464625.5312,BTC.com,REWARDED
679144,721723966,458179.25,Huobi,REWARDED
679145,715719215,454367.1875,BTC.com,REWARDED
679146,700540170,444730.9062,AntPool,REWARDED
679147,704106869,446995.2188,Binance,REWARDED
679148,692098264,439371.6562,SpiderPool,REWARDED
679149,728293549,462349.875,F2Pool,REWARDED
679150,722446928,458638.2188,OKEX,REWARDED
679151,721705606,458167.5938,Poolin,REWARDED
679152,744844948,472857.375,Unknown,REWARDED
679153,721801841,458228.6875,BTC.TOP,REWARDED
679154,717813040,455696.4375,BTC.com,REWARDED
679155,740062857,469821.5,Binance,REWARDED
679156,696902620,442421.6562,ViaBTC,REWARDED
679157,739544516,469492.4375,Binance,REWARDED
679158,727295090,461716,Binance,REWARDED
679159,724609559,460011.125,ViaBTC,REWARDED
679160,719307088,456644.9062,Poolin,REWARDED
679161,713769684,453129.5312,F2Pool,REWARDED
679162,729051956,462831.3438,AntPool,REWARDED
679163,726676224,461323.125,ViaBTC,REWARDED
679164,724048647,459655.0312,Unknown,REWARDED
679165,726206732,461025.0938,Binance,REWARDED
679166,719484501,456757.5312,Unknown,REWARDED
679167,719152843,456547,AntPool,REWARDED
679168,711430700,451644.6562,Huobi,REWARDED
679169,703033645,446313.875,Unknown,REWARDED
679170,725085864,460313.5,ViaBTC,REWARDED
679171,706224638,448339.6562,Unknown,REWARDED
679172,729558033,463152.625,SlushPool,REWARDED
679173,707725865,449292.6875,Poolin,REWARDED
679174,707940272,449428.8125,Huobi,REWARDED
679175,694606712,440964.125,Binance,REWARDED
679176,724000746,459624.625,Huobi,REWARDED
679177,714470359,453574.375,Unknown,REWARDED
679178,734277381,466148.6562,F2Pool,REWARDED
679179,721364095,457950.7812,BTC.com,REWARDED
679180,732847209,465240.7188,ViaBTC,REWARDED
679181,724891114,460189.875,Binance,REWARDED
679182,720883470,457645.6562,ViaBTC,REWARDED
679183,741912049,470995.4375,Poolin,REWARDED
679184,762949149,484350.625,Huobi,REWARDED
679185,723076863,459038.125,BTC.com,REWARDED
679186,720732568,457549.875,Binance,REWARDED
679187,758469347,481506.6875,Unknown,REWARDED
679188,736857057,467786.3438,AntPool,REWARDED
679189,723560639,459345.25,Poolin,REWARDED
679190,725959929,460868.4062,Poolin,REWARDED
679191,734278211,466149.1875,Binance,REWARDED
679192,729431318,463072.1875,BTC.com,REWARDED
679193,743943854,472285.3125,BTC.com,REWARDED
679194,726524176,461226.5938,AntPool,REWARDED
679195,740380954,470023.4375,Huobi,REWARDED
679196,748576931,475226.5938,Unknown,REWARDED
679197,726610324,461281.3125,Binance,REWARDED
679198,754754554,479148.375,AntPool,REWARDED
679199,724112531,459695.5938,AntPool,REWARDED
679200,713722688,453099.7188,ViaBTC,REWARDED
679201,724574794,459989.0625,Poolin,REWARDED
679202,725977393,460879.5,Binance,REWARDED
679203,744337458,472535.1875,F2Pool,REWARDED
679204,730693644,463873.5625,Poolin,REWARDED
679205,745165703,473061,SpiderPool,REWARDED
679206,746597029,473969.6562,BTC.com,REWARDED
679207,727349964,461750.8438,Binance,REWARDED
679208,737531052,468214.2188,BTC.com,REWARDED
679209,736809545,467756.1562,AntPool,REWARDED
679210,731679057,464499.125,F2Pool,REWARDED
679211,723571727,459352.2812,AntPool,REWARDED
679212,722969656,458970.0625,Poolin,REWARDED
679213,723835883,459519.9688,SlushPool,REWARDED
679214,737312575,468075.5,Huobi,REWARDED
679215,740707620,470230.8125,ViaBTC,REWARDED
679216,727380286,461770.0938,F2Pool,REWARDED
679217,723114419,459061.9688,Poolin,REWARDED
679218,731475485,464369.9062,F2Pool,REWARDED
679219,728832605,462692.0938,ViaBTC,REWARDED
679220,720743601,457556.875,Poolin,REWARDED
679221,719809908,456964.125,Poolin,REWARDED
679222,735431560,466881.375,Binance,REWARDED
679223,717632803,455582,Poolin,REWARDED
679224,740650749,470194.7188,F2Pool,REWARDED
679225,715771728,454400.5312,SlushPool,REWARDED
679226,715496452,454225.7812,ViaBTC,REWARDED
679227,722311813,458552.4375,SlushPool,REWARDED
679228,780875248,495730.8438,AntPool,REWARDED
679229,752298625,477589.25,ViaBTC,REWARDED
679230,745131942,473039.5625,ViaBTC,REWARDED
679231,739267971,469316.875,ViaBTC,REWARDED
679232,749852362,476036.2812,ViaBTC,REWARDED
679233,741583014,470786.5625,Poolin,REWARDED
679234,737017978,467888.5,F2Pool,REWARDED
679235,733953478,465943.0312,Poolin,REWARDED
679236,747938671,474821.375,F2Pool,REWARDED
679237,725678097,460689.4688,ViaBTC,REWARDED
679238,726724774,461353.9688,F2Pool,REWARDED
679239,740616751,470173.125,AntPool,REWARDED
679240,723917507,459571.7812,F2Pool,REWARDED
679241,729825630,463322.5,Huobi,REWARDED
679242,749906556,476070.6875,F2Pool,REWARDED
679243,724582194,459993.75,Poolin,REWARDED
679244,735857883,467152.0312,BTC.com,REWARDED
679245,746117587,473665.2812,Binance,REWARDED
679246,717842410,455715.0625,Poolin,REWARDED
679247,714025907,453292.2188,Binance,REWARDED
679248,730822666,463955.4688,Binance,REWARDED
679249,708762075,449950.5312,ViaBTC,REWARDED
679250,705095838,447623.0312,AntPool,REWARDED
679251,742947707,470538.5,Poolin,REWARDED
679252,723884496,458465,SigmaPool,REWARDED
679253,724546576,458884.3438,Poolin,REWARDED
679254,718644037,455146,AntPool,REWARDED
679255,698415715,442334.5938,ViaBTC,REWARDED
679256,719816643,455888.6875,AntPool,REWARDED
679257,690066918,437046.9688,SlushPool,REWARDED
679258,714969762,452818.9375,F2Pool,REWARDED
679259,695733072,440635.5938,Poolin,REWARDED
679260,692648240,438681.8438,F2Pool,REWARDED
679261,727578619,460804.6562,Unknown,REWARDED
679262,710030074,449690.4375,F2Pool,REWARDED
679263,703423594,445506.3125,F2Pool,REWARDED
679264,682554776,432289.25,Unknown,REWARDED
679265,725628464,459569.5312,Binance,REWARDED
679266,696191539,440925.9375,Unknown,REWARDED
679267,745009450,471844.2812,Unknown,REWARDED
679268,718175907,454849.5312,Unknown,REWARDED
679269,684039148,433229.3438,Huobi,REWARDED
679270,710269613,449842.1562,AntPool,REWARDED
679271,724942033,459134.7812,AntPool,REWARDED
679272,707856118,448313.5938,AntPool,REWARDED
679273,666298037,421993.1875,ViaBTC,REWARDED
679274,692361105,438499.9688,Poolin,REWARDED
679275,711506748,450625.6875,Unknown,REWARDED
679276,736562960,466494.7812,Unknown,REWARDED
679277,681463215,431597.9062,BTC.com,REWARDED
679278,671162358,425073.9688,BTC.com,REWARDED
679279,747056932,473141.0312,BTC.TOP,REWARDED
679280,717819654,454623.9062,Poolin,REWARDED
679281,708336865,448618.0625,AntPool,REWARDED
679282,691759137,438118.7188,Binance,REWARDED
679283,703814119,445753.625,F2Pool,REWARDED
679284,676106157,428205.0625,ViaBTC,REWARDED
679285,667448944,422722.125,Binance,REWARDED
679286,668073853,423117.9062,AntPool,REWARDED
679287,688110091,435807.6562,BTC.com,REWARDED
679288,740574980,469035.75,F2Pool,REWARDED
679289,712032924,450958.9375,Poolin,REWARDED
679290,662165115,419375.6562,AntPool,REWARDED
679291,660661871,418423.5938,AntPool,REWARDED
679292,749972342,474987.4688,Unknown,REWARDED
679293,740611341,469058.7812,AntPool,REWARDED
679294,739646099,468447.4688,Binance,REWARDED
679295,712809934,451451.0312,BTC.com,REWARDED
679296,669794815,424207.8438,Poolin,REWARDED
679297,715804852,453347.8438,SpiderPool,REWARDED
679298,739960678,468646.6875,F2Pool,REWARDED
679299,775228002,490982.9062,BTC.TOP,REWARDED
679300,741602746,469686.6875,Poolin,REWARDED
679301,740995556,469302.125,BTC.com,REWARDED
679302,736735380,466604,AntPool,REWARDED
679303,736229064,466283.3125,Binance,REWARDED
679304,738214898,467541.0312,BTC.com,REWARDED
679305,736207775,466269.8438,AntPool,REWARDED
679306,723143641,457995.7812,AntPool,REWARDED
679307,725097059,459232.9688,Binance,REWARDED
679308,708791004,448905.6875,F2Pool,REWARDED
679309,690650565,437416.625,Poolin,REWARDED
679310,737896597,467339.4375,Binance,REWARDED
679311,698331158,442281.0625,Unknown,REWARDED
679312,675811327,428018.3438,F2Pool,REWARDED
679313,680467809,430967.4688,SlushPool,REWARDED
679314,732990162,464232,SpiderPool,REWARDED
679315,694924628,440123.5625,ViaBTC,REWARDED
679316,710991640,450299.4375,SlushPool,REWARDED
679317,734646926,465281.2812,F2Pool,REWARDED
679318,733457134,464527.75,F2Pool,REWARDED
679319,676037406,428161.5312,Poolin,REWARDED
679320,691121310,437714.7812,AntPool,REWARDED
679321,686817108,434988.75,SigmaPool,REWARDED
679322,675988443,428130.5312,Huobi,REWARDED
679323,671563093,425327.7812,BTC.com,REWARDED
679324,698550925,442420.25,Unknown,REWARDED
679325,667794774,422941.1562,Unknown,REWARDED
679326,695145199,440263.25,F2Pool,REWARDED
679327,769475495,487339.625,Binance,REWARDED
679328,731609491,463357.5625,ViaBTC,REWARDED
679329,721056421,456673.875,Unknown,REWARDED
679330,685679320,434268.125,ViaBTC,REWARDED
679331,699476713,443006.5938,Poolin,REWARDED
679332,702614841,444994.0938,F2Pool,REWARDED
679333,729660545,462123.2188,Huobi,REWARDED
679334,730735277,462803.875,Unknown,REWARDED
679335,668151105,423166.8125,Poolin,REWARDED
679336,665183647,421287.4062,Poolin,REWARDED
679337,674040910,426897.0625,F2Pool,REWARDED
679338,736704843,466584.6562,F2Pool,REWARDED
679339,703036343,445261.0312,Binance,REWARDED
679340,657577794,416470.3125,TMSPOOL,REWARDED
679341,660158587,418104.8438,Binance,REWARDED
679342,676274305,428311.5625,Binance,REWARDED
679343,745696869,472279.6562,Binance,REWARDED
679344,734459247,465162.4062,Binance,REWARDED
679345,680312977,430869.4062,ViaBTC,REWARDED
679346,734784531,465368.4375,SlushPool,REWARDED
679347,724557395,458891.1875,Binance,REWARDED
679348,689510873,436694.8125,F2Pool,REWARDED
679349,735862751,466051.3125,BTC.com,REWARDED
679350,743469244,470868.8125,BTC.com,REWARDED
679351,729866884,462253.9062,Binance,REWARDED
679352,736102662,466203.25,Binance,REWARDED
679353,732329915,463813.8438,BTC.TOP,REWARDED
679354,749881391,474929.875,ViaBTC,REWARDED
679355,742802592,470446.5938,Poolin,REWARDED
679356,749579937,474738.9688,ViaBTC,REWARDED
679357,750418017,475269.75,Poolin,REWARDED
679358,738213796,467540.3125,Binance,REWARDED
679359,790719307,500794.1562,Huobi,REWARDED
679360,745597501,472216.7188,F2Pool,REWARDED
679361,737438346,467049.1875,ViaBTC,REWARDED
679362,735669494,465928.9062,Poolin,REWARDED
679363,730413823,462600.2812,AntPool,REWARDED
679364,735107797,465573.1875,AntPool,REWARDED
679365,729890497,462268.8438,AntPool,REWARDED
679366,729936585,462298.0312,ViaBTC,REWARDED
679367,733075853,464286.25,ViaBTC,REWARDED
679368,750404861,475261.4062,BTC.com,REWARDED
679369,728668503,461494.9062,AntPool,REWARDED
679370,728828151,461596.0312,Unknown,REWARDED
679371,717888012,454667.1875,ViaBTC,REWARDED
679372,723378153,458144.3125,ViaBTC,REWARDED
679373,729266911,461873.9062,AntPool,REWARDED
679374,705839450,447036.3438,OKEX,REWARDED
679375,737235727,466920.875,Unknown,REWARDED
679376,736119180,466213.7188,Unknown,REWARDED
679377,711920052,450887.4375,Poolin,REWARDED
679378,749648145,474782.1562,Binance,REWARDED
679379,730716757,462792.1562,Poolin,REWARDED
679380,711157518,450404.5,Unknown,REWARDED
679381,693082269,438956.7188,F2Pool,REWARDED
679382,699392035,442952.9375,F2Pool,REWARDED
679383,743545570,470917.1562,Poolin,REWARDED
679384,716102876,453536.5938,F2Pool,REWARDED
679385,699687110,443139.8438,SlushPool,REWARDED
679386,712428836,451209.6875,Poolin,REWARDED
679387,748942260,474335.0938,BTC.com,REWARDED
679388,709663631,449458.375,AntPool,REWARDED
679389,738359009,467632.2812,F2Pool,REWARDED
679390,680541594,431014.2188,Poolin,REWARDED
679391,686922745,435055.6562,Unknown,REWARDED
679392,666001868,421805.625,F2Pool,REWARDED
679393,733823801,464759.9688,BTC.com,REWARDED
679394,722933739,457862.8438,ViaBTC,REWARDED
679395,734784069,465368.1562,F2Pool,REWARDED
679396,698599067,442450.7188,EMCD,REWARDED
679397,752773705,476761.6875,Unknown,REWARDED
679398,737563050,467128.1875,Binance,REWARDED
679399,723165838,458009.8438,BTC.com,REWARDED
679400,712645978,451347.2188,Unknown,REWARDED
679401,764458329,484162.0312,Unknown,REWARDED
679402,737395850,467022.2812,F2Pool,REWARDED
679403,744989416,471831.5938,AntPool,REWARDED
679404,728227049,461215.3125,Unknown,REWARDED
679405,742467172,470234.1562,AntPool,REWARDED
679406,754900184,478108.4688,Binance,REWARDED
679407,730155290,462436.5625,F2Pool,REWARDED
679408,726174132,459915.125,F2Pool,REWARDED
679409,726438867,460082.7812,AntPool,REWARDED
679410,739609719,468424.4062,Poolin,REWARDED
679411,710888028,450233.8125,AntPool,REWARDED
679412,687314105,435303.5,Huobi,REWARDED
679413,724724372,458996.9375,ViaBTC,REWARDED
679414,662868673,419821.25,Poolin,REWARDED
679415,661004919,418640.8438,F2Pool,REWARDED
679416,732067052,463647.3438,SlushPool,REWARDED
679417,673870422,426789.0938,Poolin,REWARDED
679418,649733433,411502.1875,F2Pool,REWARDED
679419,691512951,437962.8125,Binance,REWARDED
679420,749744730,474843.3125,BTC.TOP,REWARDED
679421,734020025,464884.25,Huobi,REWARDED
679422,742375516,470176.0938,AntPool,REWARDED
679423,737917851,466474.7812,Unknown,REWARDED
679424,729548614,461184.1562,F2Pool,REWARDED
679425,716463385,452912.3438,AntPool,REWARDED
679426,736954530,465865.8125,BTC.TOP,REWARDED
679427,755724070,477730.9688,Poolin,REWARDED
679428,747891006,472779.3125,AntPool,REWARDED
679429,751575600,475108.5,SlushPool,REWARDED
679430,731735281,462566.4688,BTC.TOP,REWARDED
679431,762151884,481794.3125,BTC.com,REWARDED
679432,747297001,472403.8125,BTC.com,REWARDED
679433,731150457,462196.75,BTC.com,REWARDED
679434,742352233,469277.9688,Unknown,REWARDED
679435,747816637,472732.2812,AntPool,REWARDED
679436,720276223,455322.625,F2Pool,REWARDED
679437,721437677,456056.8125,ViaBTC,REWARDED
679438,760699015,480875.875,F2Pool,REWARDED
679439,738333841,466737.75,F2Pool,REWARDED
679440,731047958,462131.9688,SpiderPool,REWARDED
679441,762663520,482117.75,Huobi,REWARDED
679442,749697420,473921.2188,BTC.com,REWARDED
679443,735301369,464820.75,OKEX,REWARDED
679444,728619897,460597.0625,F2Pool,REWARDED
679445,730336443,461682.1875,AntPool,REWARDED
679446,737343572,466111.75,BTC.com,REWARDED
679447,730671576,461894.0312,Unknown,REWARDED
679448,716323609,452823.9688,AntPool,REWARDED
679449,734147928,464091.625,AntPool,REWARDED
679450,746264927,471751.375,F2Pool,REWARDED
679451,752977293,475994.5938,SlushPool,REWARDED
679452,737441728,466173.7812,ViaBTC,REWARDED
679453,752059323,475414.3125,Huobi,REWARDED
679454,749780058,473973.4688,F2Pool,REWARDED
679455,755468797,477569.5938,Binance,REWARDED
679456,732540620,463075.5625,Unknown,REWARDED
679457,747846162,472750.9375,ViaBTC,REWARDED
679458,733172621,463475.0625,Huobi,REWARDED
679459,734486510,464305.6562,F2Pool,REWARDED
679460,759556293,480153.5,Binance,REWARDED
679461,737851929,466433.0938,Binance,REWARDED
679462,751018959,474756.625,Binance,REWARDED
679463,733740975,463834.3438,Poolin,REWARDED
679464,742425016,469323.9688,F2Pool,REWARDED
679465,762358788,481925.0938,Poolin,REWARDED
679466,748970216,473461.5312,F2Pool,REWARDED
679467,743687825,470122.25,ViaBTC,REWARDED
679468,740412483,468051.75,Binance,REWARDED
679469,749332618,473690.625,F2Pool,REWARDED
679470,741665119,468843.5938,Poolin,REWARDED
679471,738552461,466875.9375,BTC.TOP,REWARDED
679472,740357609,468017.0625,AntPool,REWARDED
679473,729314791,461036.3438,Unknown,REWARDED
679474,724639020,458080.5625,Huobi,REWARDED
679475,625000000,395093.75,F2Pool,REWARDED
679476,758990395,479795.7812,Poolin,REWARDED
679477,749181119,473594.8438,Unknown,REWARDED
679478,750746452,474584.375,AntPool,REWARDED
679479,744987764,470944,Poolin,REWARDED
679480,752760974,475857.8438,Poolin,REWARDED
679481,762949413,482298.4688,Binance,REWARDED
679482,747062019,472255.25,Poolin,REWARDED
679483,742845927,469590.0625,Binance,REWARDED
679484,754463413,476934.0312,Poolin,REWARDED
679485,768612607,485878.4688,Poolin,REWARDED
679486,753829106,476533.0625,AntPool,REWARDED
679487,741380363,468663.5938,ViaBTC,REWARDED
679488,759671007,480226.0312,Binance,REWARDED
679489,788073882,498180.9062,ViaBTC,REWARDED
679490,777337382,491393.8125,Poolin,REWARDED
679491,764281268,483140.4062,Binance,REWARDED
679492,774336655,489496.9062,Binance,REWARDED
679493,762759834,482178.625,ViaBTC,REWARDED
679494,842248833,532427.625,Unknown,REWARDED
679495,805980512,509500.5938,Unknown,REWARDED
679496,787852058,498040.6875,Poolin,REWARDED
679497,788179114,498247.4375,SlushPool,REWARDED
679498,771713057,487838.4062,Unknown,REWARDED
679499,793074299,501341.9062,ViaBTC,REWARDED
679500,836009686,528483.5,Unknown,REWARDED
679501,808403537,511032.2812,BTC.com,REWARDED
679502,781553702,494059.1875,Unknown,REWARDED
679503,813062722,513977.5938,BTC.TOP,REWARDED
679504,811275775,512847.9688,Unknown,REWARDED
679505,788737150,498600.1875,ViaBTC,REWARDED
679506,777727755,491640.5938,Poolin,REWARDED
679507,816498960,516149.8125,F2Pool,REWARDED
679508,799427501,505358.0938,Unknown,REWARDED
679509,802392526,507232.4375,SlushPool,REWARDED
679510,781779823,494202.125,Poolin,REWARDED
679511,774213753,489419.2188,AntPool,REWARDED
679512,794755054,502404.4062,F2Pool,REWARDED
679513,785957624,496843.125,BTC.com,REWARDED
679514,766692877,484664.9062,Binance,REWARDED
679515,809583883,511778.4375,Binance,REWARDED
679516,795391576,502806.7812,ViaBTC,REWARDED
679517,834373007,527448.875,AntPool,REWARDED
679518,816812276,516347.875,Unknown,REWARDED
679519,797217723,503961.1875,Unknown,REWARDED
679520,778981827,492433.375,ViaBTC,REWARDED
679521,799223480,505229.125,AntPool,REWARDED
679522,777089382,491237.0625,Poolin,REWARDED
679523,847158432,535531.1875,F2Pool,REWARDED
679524,812572435,513667.6562,Unknown,REWARDED
679525,810460897,512332.8438,ViaBTC,REWARDED
679526,842224248,517403.625,F2Pool,REWARDED
679527,830965116,510486.8125,Unknown,REWARDED
679528,813283615,499624.5312,Unknown,REWARDED
679529,806351611,495366,Poolin,REWARDED
679530,800782140,491944.5,AntPool,REWARDED
679531,798905566,490791.6562,F2Pool,REWARDED
679532,812222459,498972.625,Poolin,REWARDED
679533,808781562,496858.7812,ViaBTC,REWARDED
679534,793356327,487382.5938,BTC.com,REWARDED
679535,781111617,479860.3125,ViaBTC,REWARDED
679536,777520599,477654.2188,ViaBTC,REWARDED
679537,760931065,467462.7812,F2Pool,REWARDED
679538,817939601,502484.8438,Unknown,REWARDED
679539,794483321,488074.9375,Poolin,REWARDED
679540,794254192,487934.1875,Binance,REWARDED
679541,771011511,473655.5,AntPool,REWARDED
679542,786039109,482887.4062,BTC.com,REWARDED
679543,797987178,490227.4688,Huobi,REWARDED
679544,796286060,489182.4062,Poolin,REWARDED
679545,826501156,507744.4688,AntPool,REWARDED
679546,796831810,489517.6875,Binance,REWARDED
679547,745542166,458008.9062,ViaBTC,REWARDED
679548,765258117,470121.0312,Poolin,REWARDED
679549,799005531,490853.0625,AntPool,REWARDED
679550,806390641,495389.9688,F2Pool,REWARDED
679551,772485721,474561.1562,Binance,REWARDED
679552,763600348,469102.5938,Huobi,REWARDED
679553,762036920,468142.1562,F2Pool,REWARDED
679554,755928889,464389.7812,Binance,REWARDED
679555,759954583,466862.9062,F2Pool,REWARDED
679556,759143895,466364.875,Binance,REWARDED
679557,811932597,498794.5625,Binance,REWARDED
679558,755327388,464020.2812,ViaBTC,REWARDED
679559,816094350,501351.25,F2Pool,REWARDED
679560,803684148,493727.2812,Binance,REWARDED
679561,779454440,478842.25,AntPool,REWARDED
679562,885793843,544169.75,BTC.com,REWARDED
679563,787910432,484037.0312,ViaBTC,REWARDED
679564,787128158,483556.4375,BTC.TOP,REWARDED
679565,793100797,487225.625,Binance,REWARDED
679566,759080790,466326.0938,ViaBTC,REWARDED
679567,826478290,507730.4062,Unknown,REWARDED
679568,821551763,504703.9062,AntPool,REWARDED
679569,809966156,497586.5,Unknown,REWARDED
679570,788560216,484436.1875,SlushPool,REWARDED
679571,782009861,480412.125,Unknown,REWARDED
679572,799834917,491362.5938,AntPool,REWARDED
679573,798671694,490647.9688,F2Pool,REWARDED
679574,808363618,496602.0312,AntPool,REWARDED
679575,812023703,498850.5312,AntPool,REWARDED
679576,809484603,497290.6875,BTC.com,REWARDED
679577,782142591,480493.6562,BTC.com,REWARDED
679578,757207340,465175.1875,Unknown,REWARDED
679579,771325269,473848.25,Binance,REWARDED
679580,777318103,477529.8438,Binance,REWARDED
679581,783330855,481223.6562,ViaBTC,REWARDED
679582,754668251,463615.3438,BTC.com,REWARDED
679583,798011964,490242.6875,Binance,REWARDED
679584,793406950,487413.6875,AntPool,REWARDED
679585,763475759,469026.0625,Unknown,REWARDED
679586,837533127,514521.7188,Unknown,REWARDED
679587,833379539,511970.0625,EMCD,REWARDED
679588,814780559,500544.1562,F2Pool,REWARDED
679589,799302655,491035.5938,F2Pool,REWARDED
679590,833636477,512127.9062,ViaBTC,REWARDED
679591,813602173,499820.2188,F2Pool,REWARDED
679592,825139442,506907.9062,AntPool,REWARDED
679593,831078775,510556.625,Binance,REWARDED
679594,870166196,534569.1875,Binance,REWARDED
679595,860594597,528689.0625,Binance,REWARDED
679596,836853358,514104.125,AntPool,REWARDED
679597,824343785,506419.125,F2Pool,REWARDED
679598,833160608,511835.5625,EMCD,REWARDED
679599,830193449,510012.75,BTC.com,REWARDED
679600,816181382,501404.7188,Unknown,REWARDED
679601,834579502,512707.2188,Unknown,REWARDED
679602,807346017,495976.875,F2Pool,REWARDED
679603,825111544,506890.7812,AntPool,REWARDED
679604,838104521,514872.75,AntPool,REWARDED
679605,816147500,501383.9062,BTC.com,REWARDED
679606,820533516,504078.3438,F2Pool,REWARDED
679607,835323577,513164.3438,AntPool,REWARDED
679608,832901332,511676.2812,F2Pool,REWARDED
679609,824672322,506620.9375,Poolin,REWARDED
679610,821822352,504870.125,BTC.com,REWARDED
679611,842369904,517493.0938,BTC.com,REWARDED
679612,785911973,482809.3125,ViaBTC,REWARDED
679613,808040868,496403.75,F2Pool,REWARDED
679614,882396090,542082.375,Unknown,REWARDED
679615,853239287,524170.5,F2Pool,REWARDED
679616,829470118,509568.375,F2Pool,REWARDED
679617,826701286,496814.4062,F2Pool,REWARDED
679618,822671415,494392.625,BTC.com,REWARDED
679619,815679445,490190.7188,F2Pool,REWARDED
679620,828526964,497911.5625,F2Pool,REWARDED
679621,804364479,483390.875,OKEX,REWARDED
679622,803125256,482646.1562,ViaBTC,REWARDED
679623,800227127,480904.5,BTC.com,REWARDED
679624,802299388,482149.8438,SlushPool,REWARDED
679625,802588812,482323.7812,BTC.com,REWARDED
679626,793268289,476722.5,Binance,REWARDED
679627,814952508,489753.8438,ViaBTC,REWARDED
679628,805599255,484132.9375,ViaBTC,REWARDED
679629,824322578,495384.9062,F2Pool,REWARDED
679630,789023172,474171.375,AntPool,REWARDED
679631,777790593,467421.0312,BTC.com,REWARDED
679632,816541932,490709.0312,SlushPool,REWARDED
679633,765431590,459993.7812,Huobi,REWARDED
679634,802665171,482369.6562,SlushPool,REWARDED
679635,800210670,480894.5938,Poolin,REWARDED
679636,761206349,457454.5625,F2Pool,REWARDED
679637,767333198,461136.5625,F2Pool,REWARDED
679638,822437775,494252.2188,Unknown,REWARDED
679639,790713661,475187.2812,AntPool,REWARDED
679640,745123761,447789.5625,Poolin,REWARDED
679641,766700925,460756.5938,F2Pool,REWARDED
679642,783614303,470920.8438,AntPool,REWARDED
679643,790989395,475353,Unknown,REWARDED
679644,770863106,463257.9062,F2Pool,REWARDED
679645,693847800,416974.7812,ViaBTC,REWARDED
679646,800106600,480832.0625,AntPool,REWARDED
679647,746527345,448633.0625,AntPool,REWARDED
679648,832142350,500084.2812,Unknown,REWARDED
679649,865816557,520321.125,ViaBTC,REWARDED
679650,835304780,501984.75,Poolin,REWARDED
679651,840094523,504863.2188,F2Pool,REWARDED
679652,824442215,495456.7812,F2Pool,REWARDED
679653,844686522,507622.8125,Unknown,REWARDED
679654,802313482,482158.3125,SlushPool,REWARDED
679655,837761849,503461.375,Unknown,REWARDED
679656,844267117,507370.7812,SlushPool,REWARDED
679657,811098155,487437.5625,ViaBTC,REWARDED
679658,813900864,489121.875,Unknown,REWARDED
679659,797239047,479108.7812,Unknown,REWARDED
679660,769526053,462454.375,Unknown,REWARDED
679661,754304843,453307.0312,AntPool,REWARDED
679662,795512451,478071.1562,Poolin,REWARDED
679663,820071995,492830.4688,F2Pool,REWARDED
679664,776000622,466345.3438,Unknown,REWARDED
679665,762819508,458424,ViaBTC,REWARDED
679666,792375263,476185.8438,Binance,REWARDED
679667,799684437,480578.3438,Poolin,REWARDED
679668,757915396,455476.8438,Binance,REWARDED
679669,801747543,481818.2188,AntPool,REWARDED
679670,756623514,454700.4688,AntPool,REWARDED
679671,767927805,461493.9062,BTC.com,REWARDED
679672,774753894,465596.0938,AntPool,REWARDED
679673,740776559,445177.0938,ViaBTC,REWARDED
679674,807116584,485044.7812,ViaBTC,REWARDED
679675,734363550,441323.125,F2Pool,REWARDED
679676,794626788,477538.9062,Poolin,REWARDED
